code,name_english,parent_code,sibling
branch Code,"Localizable branch name. Such object is structured as {""language_code"": ""branch name in this language""}, where ""language_code"" is a valid language code (e.g. english, italian) or the ""all"" selector (i.e. same name for all languages). You can mix real language codes with ""all"" to override specific languages (e.g. {""all"": ""Common Name"", ""italian"": ""Nome italiano""}).","The code of the parent branch. If empty, it will be created under the root branch.",An optional branch code to keep synched with the current branch (only applicable if branch synchronization is available).
